fold,f1_micro,f1_macro,accuracy
0,,,
1,0.9043062200956936,0.9011182004314529,0.9043062200956936
2,0.8975095785440613,0.8951949432523763,0.8975095785440613
3,0.8984674329501916,0.8962590181690006,0.8984674329501916
4,0.9118773946360154,0.9093267003412059,0.9118773946360154
5,0.8908045977011495,0.8881666502849213,0.8908045977011494
