method,f1_micro,f1_macro,accuracy,fold_num,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,num_channels
Occlusion,0.9832161125319692,0.9598638022576632,0.9832161125319692,4,0,0,0,0,1,0,1,0,1,0,1,0,8
Occlusion,0.9838554987212276,0.9621988069023446,0.9838554987212276,5,0,0,0,0,1,0,1,0,1,0,1,0,8
Occlusion,0.9849744245524296,0.965066502520972,0.9849744245524296,1,0,0,0,0,1,0,1,0,0,0,1,0,9
Occlusion,0.9832161125319692,0.9622865972243242,0.9832161125319692,2,0,0,0,0,1,0,1,0,0,0,1,0,9
Occlusion,0.9918478260869564,0.983009598511692,0.9918478260869564,3,0,0,0,0,1,0,1,0,0,0,1,0,9
Occlusion,0.978420716112532,0.9530814683903264,0.978420716112532,4,0,0,0,0,1,0,1,0,0,0,1,0,9
Occlusion,0.9836956521739132,0.9620199351558636,0.9836956521739132,5,0,0,0,0,1,0,1,0,0,0,1,0,9
Occlusion,0.9899296675191817,0.9759580081312278,0.9899296675191817,1,0,0,0,0,0,0,1,0,0,0,1,0,10
Occlusion,0.9888107416879796,0.9723050568049956,0.9888107416879796,2,0,0,0,0,0,0,1,0,0,0,1,0,10
Occlusion,0.9891304347826086,0.9738592594152168,0.9891304347826086,3,0,0,0,0,0,0,1,0,0,0,1,0,10
Occlusion,0.989769820971867,0.9751163984791444,0.989769820971867,4,0,0,0,0,0,0,1,0,0,0,1,0,10
Occlusion,0.9838554987212276,0.9620410253978504,0.9838554987212276,5,0,0,0,0,0,0,1,0,0,0,1,0,10
Occlusion,0.9622762148337596,0.9065560232975626,0.9622762148337596,1,0,0,0,0,0,0,0,0,0,0,1,0,11
Occlusion,0.9664322250639388,0.917562597179822,0.9664322250639388,2,0,0,0,0,0,0,0,0,0,0,1,0,11
Occlusion,0.9755434782608696,0.9375891419256388,0.9755434782608696,3,0,0,0,0,0,0,0,0,0,0,1,0,11
Occlusion,0.9614769820971868,0.908793203482326,0.9614769820971868,4,0,0,0,0,0,0,0,0,0,0,1,0,11
Occlusion,0.9800191815856778,0.9520827508056048,0.9800191815856778,5,0,0,0,0,0,0,0,0,0,0,1,0,11
DeepLift,0.9910485933503836,0.9763454861565886,0.9910485933503836,1,1,1,1,1,1,1,1,1,1,1,1,1,0
DeepLift,0.9915281329923272,0.9782743040357532,0.9915281329923272,2,1,1,1,1,1,1,1,1,1,1,1,1,0
DeepLift,0.990089514066496,0.9752071613875676,0.990089514066496,3,1,1,1,1,1,1,1,1,1,1,1,1,0
DeepLift,0.9891304347826086,0.9720556730052856,0.9891304347826086,4,1,1,1,1,1,1,1,1,1,1,1,1,0
DeepLift,0.9905690537084398,0.9770749057759284,0.99056905370844,5,1,1,1,1,1,1,1,1,1,1,1,1,0
DeepLift,0.9924872122762148,0.9813972805105602,0.9924872122762148,1,1,1,1,0,1,1,1,1,1,1,1,1,1
DeepLift,0.9910485933503836,0.977231530349512,0.9910485933503836,2,1,1,1,0,1,1,1,1,1,1,1,1,1
DeepLift,0.990089514066496,0.9747446397238176,0.990089514066496,3,1,1,1,0,1,1,1,1,1,1,1,1,1
DeepLift,0.989769820971867,0.9740449365177384,0.989769820971867,4,1,1,1,0,1,1,1,1,1,1,1,1,1
DeepLift,0.987851662404092,0.9692833370113784,0.987851662404092,5,1,1,1,0,1,1,1,1,1,1,1,1,1
DeepLift,0.9921675191815856,0.9781668974782703,0.9921675191815856,1,1,1,1,0,1,1,0,1,1,1,1,1,2
DeepLift,0.9889705882352942,0.9691993431283684,0.9889705882352942,2,1,1,1,0,1,1,0,1,1,1,1,1,2
DeepLift,0.989769820971867,0.9730737984895066,0.989769820971867,3,1,1,1,0,1,1,0,1,1,1,1,1,2
DeepLift,0.9865728900255756,0.9635001504384116,0.9865728900255756,4,1,1,1,0,1,1,0,1,1,1,1,1,2
DeepLift,0.9883312020460358,0.968633319918633,0.9883312020460358,5,1,1,1,0,1,1,0,1,1,1,1,1,2
DeepLift,0.9942455242966752,0.9841290949877942,0.9942455242966752,1,1,1,0,0,1,1,0,1,1,1,1,1,3
DeepLift,0.9873721227621484,0.9657803654627446,0.9873721227621484,2,1,1,0,0,1,1,0,1,1,1,1,1,3
DeepLift,0.9888107416879796,0.9697496981883724,0.9888107416879796,3,1,1,0,0,1,1,0,1,1,1,1,1,3
DeepLift,0.9873721227621484,0.9661545601476051,0.9873721227621484,4,1,1,0,0,1,1,0,1,1,1,1,1,3
DeepLift,0.989769820971867,0.972662707065742,0.989769820971867,5,1,1,0,0,1,1,0,1,1,1,1,1,3
DeepLift,0.990888746803069,0.9748643031670906,0.990888746803069,1,1,1,0,0,1,0,0,1,1,1,1,1,4
DeepLift,0.9840153452685422,0.9519331049178574,0.9840153452685422,2,1,1,0,0,1,0,0,1,1,1,1,1,4
DeepLift,0.9889705882352942,0.9710289286092472,0.9889705882352942,3,1,1,0,0,1,0,0,1,1,1,1,1,4
DeepLift,0.9892902813299232,0.9713866787624674,0.9892902813299232,4,1,1,0,0,1,0,0,1,1,1,1,1,4
DeepLift,0.991687979539642,0.978186389131564,0.991687979539642,5,1,1,0,0,1,0,0,1,1,1,1,1,4
DeepLift,0.9905690537084398,0.9743583918195384,0.99056905370844,1,1,1,0,0,1,0,0,0,1,1,1,1,5
DeepLift,0.9892902813299232,0.970250845015556,0.9892902813299232,2,1,1,0,0,1,0,0,0,1,1,1,1,5
DeepLift,0.9883312020460358,0.9669672447377564,0.9883312020460358,3,1,1,0,0,1,0,0,0,1,1,1,1,5
DeepLift,0.9942455242966752,0.9847223822602936,0.9942455242966752,4,1,1,0,0,1,0,0,0,1,1,1,1,5
DeepLift,0.9921675191815856,0.9792401556947722,0.9921675191815856,5,1,1,0,0,1,0,0,0,1,1,1,1,5
DeepLift,0.9924872122762148,0.9806626038699876,0.9924872122762148,1,1,0,0,0,1,0,0,0,1,1,1,1,6
DeepLift,0.9931265984654732,0.9826044838205228,0.9931265984654732,2,1,0,0,0,1,0,0,0,1,1,1,1,6
DeepLift,0.9921675191815856,0.9797363925798364,0.9921675191815856,3,1,0,0,0,1,0,0,0,1,1,1,1,6
DeepLift,0.9880115089514068,0.967990918510953,0.9880115089514068,4,1,0,0,0,1,0,0,0,1,1,1,1,6
DeepLift,0.9891304347826086,0.9709374443692292,0.9891304347826086,5,1,0,0,0,1,0,0,0,1,1,1,1,6
DeepLift,0.9937659846547314,0.9832620538745472,0.9937659846547314,1,1,0,0,0,1,0,0,0,1,0,1,1,7
DeepLift,0.9854539641943734,0.963228529445101,0.9854539641943734,2,1,0,0,0,1,0,0,0,1,0,1,1,7
DeepLift,0.9945652173913044,0.9863120436545514,0.9945652173913044,3,1,0,0,0,1,0,0,0,1,0,1,1,7
DeepLift,0.9876918158567776,0.967865032815832,0.9876918158567776,4,1,0,0,0,1,0,0,0,1,0,1,1,7
DeepLift,0.9862531969309464,0.9628999530968548,0.9862531969309464,5,1,0,0,0,1,0,0,0,1,0,1,1,7
DeepLift,0.990888746803069,0.9773003170812936,0.990888746803069,1,1,0,0,0,1,0,0,0,1,0,1,0,8
DeepLift,0.9891304347826086,0.9736939335593696,0.9891304347826086,2,1,0,0,0,1,0,0,0,1,0,1,0,8
DeepLift,0.9827365728900256,0.9587479835010162,0.9827365728900256,3,1,0,0,0,1,0,0,0,1,0,1,0,8
DeepLift,0.9910485933503836,0.978215678140628,0.9910485933503836,4,1,0,0,0,1,0,0,0,1,0,1,0,8
DeepLift,0.9801790281329924,0.9495858390925536,0.9801790281329924,5,1,0,0,0,1,0,0,0,1,0,1,0,8
DeepLift,0.9752237851662404,0.9392302442799756,0.9752237851662404,1,1,0,0,0,1,0,0,0,0,0,1,0,9
DeepLift,0.9835358056265984,0.9601310171790494,0.9835358056265984,2,1,0,0,0,1,0,0,0,0,0,1,0,9
DeepLift,0.989769820971867,0.9758368527646724,0.989769820971867,3,1,0,0,0,1,0,0,0,0,0,1,0,9
DeepLift,0.9892902813299232,0.971876748696334,0.9892902813299232,4,1,0,0,0,1,0,0,0,0,0,1,0,9
DeepLift,0.9747442455242968,0.9328659560105548,0.9747442455242968,5,1,0,0,0,1,0,0,0,0,0,1,0,9
DeepLift,0.9779411764705882,0.9438772439170424,0.9779411764705882,1,0,0,0,0,1,0,0,0,0,0,1,0,10
DeepLift,0.9777813299232736,0.9432339194132716,0.9777813299232736,2,0,0,0,0,1,0,0,0,0,0,1,0,10
DeepLift,0.9782608695652174,0.9443270800602838,0.9782608695652174,3,0,0,0,0,1,0,0,0,0,0,1,0,10
DeepLift,0.985613810741688,0.9644001409003145,0.985613810741688,4,0,0,0,0,1,0,0,0,0,0,1,0,10
DeepLift,0.9718670076726342,0.928399884057085,0.9718670076726342,5,0,0,0,0,1,0,0,0,0,0,1,0,10
DeepLift,0.9721867007672634,0.9365463286760998,0.9721867007672634,1,0,0,0,0,0,0,0,0,0,0,1,0,11
DeepLift,0.962116368286445,0.9070912447324466,0.962116368286445,2,0,0,0,0,0,0,0,0,0,0,1,0,11
DeepLift,0.981777493606138,0.9564878457235386,0.981777493606138,3,0,0,0,0,0,0,0,0,0,0,1,0,11
DeepLift,0.962915601023018,0.9090101677346882,0.962915601023018,4,0,0,0,0,0,0,0,0,0,0,1,0,11
DeepLift,0.9749040920716112,0.9387065232281486,0.9749040920716112,5,0,0,0,0,0,0,0,0,0,0,1,0,11
IntegratedGradients,0.9910485933503836,0.9763454861565886,0.9910485933503836,1,1,1,1,1,1,1,1,1,1,1,1,1,0
IntegratedGradients,0.9915281329923272,0.9782743040357532,0.9915281329923272,2,1,1,1,1,1,1,1,1,1,1,1,1,0
IntegratedGradients,0.990089514066496,0.9752071613875676,0.990089514066496,3,1,1,1,1,1,1,1,1,1,1,1,1,0
IntegratedGradients,0.9891304347826086,0.9720556730052856,0.9891304347826086,4,1,1,1,1,1,1,1,1,1,1,1,1,0
IntegratedGradients,0.9905690537084398,0.9770749057759284,0.99056905370844,5,1,1,1,1,1,1,1,1,1,1,1,1,0
IntegratedGradients,0.9924872122762148,0.9813972805105602,0.9924872122762148,1,1,1,1,0,1,1,1,1,1,1,1,1,1
IntegratedGradients,0.9910485933503836,0.977231530349512,0.9910485933503836,2,1,1,1,0,1,1,1,1,1,1,1,1,1
IntegratedGradients,0.990089514066496,0.9747446397238176,0.990089514066496,3,1,1,1,0,1,1,1,1,1,1,1,1,1
IntegratedGradients,0.989769820971867,0.9740449365177384,0.989769820971867,4,1,1,1,0,1,1,1,1,1,1,1,1,1
IntegratedGradients,0.987851662404092,0.9692833370113784,0.987851662404092,5,1,1,1,0,1,1,1,1,1,1,1,1,1
IntegratedGradients,0.9884910485933504,0.970423041930032,0.9884910485933504,1,1,1,0,0,1,1,1,1,1,1,1,1,2
IntegratedGradients,0.9924872122762148,0.9810743763964704,0.9924872122762148,2,1,1,0,0,1,1,1,1,1,1,1,1,2
IntegratedGradients,0.9883312020460358,0.9701735019212746,0.9883312020460358,3,1,1,0,0,1,1,1,1,1,1,1,1,2
IntegratedGradients,0.9921675191815856,0.979723768203654,0.9921675191815856,4,1,1,0,0,1,1,1,1,1,1,1,1,2
IntegratedGradients,0.9902493606138107,0.9749877738098532,0.9902493606138107,5,1,1,0,0,1,1,1,1,1,1,1,1,2
IntegratedGradients,0.9924872122762148,0.9793747264561244,0.9924872122762148,1,1,1,0,0,1,1,0,1,1,1,1,1,3
IntegratedGradients,0.9936061381074168,0.9835374970842304,0.9936061381074168,2,1,1,0,0,1,1,0,1,1,1,1,1,3
IntegratedGradients,0.990089514066496,0.9737551476314484,0.990089514066496,3,1,1,0,0,1,1,0,1,1,1,1,1,3
IntegratedGradients,0.9888107416879796,0.9704428030945292,0.9888107416879796,4,1,1,0,0,1,1,0,1,1,1,1,1,3
IntegratedGradients,0.9865728900255756,0.9656214235909228,0.9865728900255756,5,1,1,0,0,1,1,0,1,1,1,1,1,3
IntegratedGradients,0.9904092071611252,0.9732099956621636,0.9904092071611252,1,1,0,0,0,1,1,0,1,1,1,1,1,4
IntegratedGradients,0.98673273657289,0.9618890124149662,0.98673273657289,2,1,0,0,0,1,1,0,1,1,1,1,1,4
IntegratedGradients,0.9868925831202046,0.9634187858481263,0.9868925831202046,3,1,0,0,0,1,1,0,1,1,1,1,1,4
IntegratedGradients,0.989450127877238,0.9724267828357273,0.989450127877238,4,1,0,0,0,1,1,0,1,1,1,1,1,4
IntegratedGradients,0.9952046035805626,0.9875191501083572,0.9952046035805626,5,1,0,0,0,1,1,0,1,1,1,1,1,4
IntegratedGradients,0.9876918158567776,0.9667805316387924,0.9876918158567776,1,1,0,0,0,1,0,0,1,1,1,1,1,5
IntegratedGradients,0.9889705882352942,0.9709322091341032,0.9889705882352942,2,1,0,0,0,1,0,0,1,1,1,1,1,5
IntegratedGradients,0.9873721227621484,0.9645551990378144,0.9873721227621484,3,1,0,0,0,1,0,0,1,1,1,1,1,5
IntegratedGradients,0.9920076726342713,0.9789168407307788,0.9920076726342713,4,1,0,0,0,1,0,0,1,1,1,1,1,5
IntegratedGradients,0.9923273657289002,0.97984961694203,0.9923273657289002,5,1,0,0,0,1,0,0,1,1,1,1,1,5
IntegratedGradients,0.9942455242966752,0.9852568905673889,0.9942455242966752,1,1,0,0,0,1,0,0,0,1,1,1,1,6
IntegratedGradients,0.987851662404092,0.9681134519876868,0.987851662404092,2,1,0,0,0,1,0,0,0,1,1,1,1,6
IntegratedGradients,0.9953644501278772,0.9878592761511787,0.9953644501278772,3,1,0,0,0,1,0,0,0,1,1,1,1,6
IntegratedGradients,0.9883312020460358,0.9690199190152888,0.9883312020460358,4,1,0,0,0,1,0,0,0,1,1,1,1,6
IntegratedGradients,0.9883312020460358,0.9694794809889626,0.9883312020460358,5,1,0,0,0,1,0,0,0,1,1,1,1,6
IntegratedGradients,0.9873721227621484,0.9670861397672676,0.9873721227621484,1,1,0,0,0,1,0,0,0,1,1,1,0,7
IntegratedGradients,0.9862531969309464,0.9655377413121392,0.9862531969309464,2,1,0,0,0,1,0,0,0,1,1,1,0,7
IntegratedGradients,0.9849744245524296,0.9613447785140072,0.9849744245524296,3,1,0,0,0,1,0,0,0,1,1,1,0,7
IntegratedGradients,0.9929667519181584,0.9826455270518156,0.9929667519181584,4,1,0,0,0,1,0,0,0,1,1,1,0,7
IntegratedGradients,0.9865728900255756,0.9658816414908048,0.9865728900255756,5,1,0,0,0,1,0,0,0,1,1,1,0,7
IntegratedGradients,0.9760230179028132,0.9384172083282974,0.9760230179028132,1,1,0,0,0,1,0,0,0,1,0,1,0,8
IntegratedGradients,0.988650895140665,0.9733398344791246,0.988650895140665,2,1,0,0,0,1,0,0,0,1,0,1,0,8
IntegratedGradients,0.9870524296675192,0.9685403661976042,0.9870524296675192,3,1,0,0,0,1,0,0,0,1,0,1,0,8
IntegratedGradients,0.9852941176470588,0.9636201864195478,0.9852941176470588,4,1,0,0,0,1,0,0,0,1,0,1,0,8
IntegratedGradients,0.9864130434782608,0.9668519183117054,0.9864130434782608,5,1,0,0,0,1,0,0,0,1,0,1,0,8
IntegratedGradients,0.9921675191815856,0.9809261229337758,0.9921675191815856,1,1,0,0,0,1,0,0,0,0,0,1,0,9
IntegratedGradients,0.980658567774936,0.9506277899217042,0.980658567774936,2,1,0,0,0,1,0,0,0,0,0,1,0,9
IntegratedGradients,0.981777493606138,0.9547902302340396,0.981777493606138,3,1,0,0,0,1,0,0,0,0,0,1,0,9
IntegratedGradients,0.988650895140665,0.9709213182465712,0.988650895140665,4,1,0,0,0,1,0,0,0,0,0,1,0,9
IntegratedGradients,0.9804987212276216,0.950028359538054,0.9804987212276216,5,1,0,0,0,1,0,0,0,0,0,1,0,9
IntegratedGradients,0.9769820971867008,0.9372592399931744,0.9769820971867008,1,0,0,0,0,1,0,0,0,0,0,1,0,10
IntegratedGradients,0.9782608695652174,0.9444396704142688,0.9782608695652174,2,0,0,0,0,1,0,0,0,0,0,1,0,10
IntegratedGradients,0.980658567774936,0.9529153274458008,0.980658567774936,3,0,0,0,0,1,0,0,0,0,0,1,0,10
IntegratedGradients,0.9718670076726342,0.9288710479410976,0.9718670076726342,4,0,0,0,0,1,0,0,0,0,0,1,0,10
IntegratedGradients,0.9804987212276216,0.9490914379906892,0.9804987212276216,5,0,0,0,0,1,0,0,0,0,0,1,0,10
IntegratedGradients,0.9624360613810742,0.9083354370857442,0.9624360613810742,1,0,0,0,0,0,0,0,0,0,0,1,0,11
IntegratedGradients,0.9627557544757032,0.904983708788513,0.9627557544757032,2,0,0,0,0,0,0,0,0,0,0,1,0,11
IntegratedGradients,0.9603580562659848,0.901569568566304,0.9603580562659848,3,0,0,0,0,0,0,0,0,0,0,1,0,11
IntegratedGradients,0.9667519181585678,0.9150401089037572,0.9667519181585678,4,0,0,0,0,0,0,0,0,0,0,1,0,11
IntegratedGradients,0.9694693094629157,0.9266509986651614,0.9694693094629157,5,0,0,0,0,0,0,0,0,0,0,1,0,11
