fold,channel,PXPermute,DeepLift,LRP,GuidedGradCAM,IntegratedGradients
2,CD3,0.027083369734223026,-3.2074494233881304e-05,6.127374477728058,-1.241923518846232e-05,-3.312492031846486e-05
2,CD45,0.00042587387346795287,-3.256340324176506e-07,-0.3535851858206829,-2.1939648917369982e-07,4.987768205280801e-06
2,BF2,0.0007063865324169319,0.0003655367663742091,-19.87744220689414,6.156964546070281e-06,0.00034400094012808515
2,CD4,0.17035754754009302,1.7655887506108192e-05,4.965347620791525,-1.4267452619774896e-05,0.00010110893658903552
2,CD56,0.07151022486397787,0.0004002019999163053,-29.716043246129484,-1.11783006827834e-05,0.000979149472297441
2,CD8,0.031100641391736083,1.210620623112007e-06,0.21350276556022774,-2.2322007916007937e-06,2.8356692220612645e-05
3,BF1,-0.0008471318779398346,0.0008451468056417534,-1.1077601740745888,-1.3364497403832203e-08,0.001840380006835544
3,CD15,0.0003655591722297774,5.377714894198282e-06,-0.06369096648588254,-1.5864612810158753e-06,9.49094804051302e-06
3,SigL8,0.0012679452985577089,-4.00771311996465e-05,-0.40599774846442466,3.316515513641701e-07,-0.0008940010714318506
3,CD14,0.018885827770175424,-0.000617193222037963,1.962786895110889,8.310036125688479e-07,-0.0012214199684116172
3,CD19,0.004975241739294658,0.00030773077242990306,-2.672455871772155,3.5733096097997326e-07,-0.0004801881403066242
3,DF,4.317122324085543e-05,4.8382026420642724e-05,-0.049596371823488264,-4.080831435724075e-07,8.002941879246058e-05
3,CD3,0.0029112741872622354,-0.00011938572693667439,0.2958683660914137,-6.423812771630542e-06,-8.934151653516865e-05
3,CD45,0.0007832224279808001,-8.037834325983979e-05,0.06545864105908593,-2.0607503421121152e-07,-0.00010937820045700035
3,BF2,-0.0002748677358765199,-0.001479580202078922,2.2705647991580804,1.7103241039839506e-06,-0.0033301217166308763
3,CD4,0.051716379256828676,0.0022253760830699726,7.719749642476735,-4.8165307419851e-06,0.005509476078745948
3,CD56,0.06635109315912395,0.004782859685777925,0.611083939876587,-5.177459834694208e-07,0.00804955893392279
3,CD8,0.019733524433838755,-0.0014971496143007532,-3.2988244013894557,-1.4096754331789484e-06,-0.0028035050658884756
