fold,channel,PXPermute,DeepLift,LRP,GuidedGradCAM,IntegratedGradients
4,BF1,0.002034273612589286,0.0016054255179577279,-12.40084610648344,-8.991535689541415e-06,0.002074527042704716
4,CD15,0.0004386432570906429,6.993967249984134e-06,-1.8229341681476627,-5.708454236874129e-07,6.1863477444200105e-06
4,SigL8,0.0013506118111600027,-7.96399212432977e-05,-4.014455987385741,5.194120015508475e-06,-0.0003797349574257154
4,CD14,0.004517804206324847,-0.0006376401035710861,26.060089703685122,8.72870536526481e-06,-0.0006020911636938117
4,CD19,0.002529457727630269,9.043738042554498e-05,-3.4692031098127902,-2.0456957169941053e-06,0.0001075689560639687
4,DF,0.0004082199445304252,3.171337537773972e-06,-0.6895153774635291,-2.4860308287162655e-06,2.249079120546206e-06
4,CD3,0.03362053662146729,-0.0001425940527001815,-5.446073553280545,-1.8942733022422373e-05,-0.0002290061605195229
4,CD45,0.0016965969812239225,-2.354620998196027e-05,0.4779336707093669,4.0602092902863047e-07,-2.032989514525104e-05
4,BF2,0.0016483974935534655,-0.0016555476362816429,19.235950775234823,2.0548179846027828e-05,-0.0017974512429962625
4,CD4,0.05353175634649244,0.0014441292716064929,-16.10186830087133,-4.65477964525901e-05,0.0017182516881521055
4,CD56,0.03251759607629713,0.0036541768644297603,-14.345635733587642,-2.233612426208415e-05,0.004102311349236942
4,CD8,0.016546136526419324,-0.0009162258963349648,5.575032355050889,-3.0550164989583144e-08,-0.0010775712975870904
5,BF1,0.0003038406242861276,0.0003835399676931554,-319.6012081700005,1.780640515098711e-07,0.0005697306535017356
5,CD15,0.004119951436097303,-3.5569774418912894e-06,2.5876273882948984,-4.246571756331052e-07,-2.41948541976036e-05
5,SigL8,0.0004761653058557409,-1.1373988171303305e-05,295.21079507614184,-1.600079437087889e-07,-0.00011393954753086582
5,CD14,0.022199161425107517,-0.00019694038555592548,340.9170855937012,7.0177674241714415e-06,0.0002026547540315689
5,CD19,0.002447348811633226,0.00047855002603716163,-1189.6102806468255,6.233042000475678e-07,0.0007872956758956175
5,DF,0.0014409216267762975,-3.762941008605951e-06,17.447492100842858,-2.3085721639662047e-06,-4.3799236022175415e-05
5,CD3,0.017260510851585482,-6.398933245295457e-05,26.1096835091265,-1.5157587111211651e-05,-0.00013300859224174786
5,CD45,0.002620565316032845,-1.9126770554283693e-05,2.509113390858342,-7.563414558149011e-07,-5.801363867706443e-05
5,BF2,0.0012871498551839135,-0.0001502102203046741,-89.68300068182222,1.2260018045708695e-05,-0.0005770798245069952
5,CD4,0.11175979704841812,0.00037546842165440616,-432.99933924483184,-2.4908003548035386e-05,0.0008288268391768433
5,CD56,0.12510066282096202,0.001285417264482897,-1204.2825301305254,-1.3493328266501885e-05,0.0017669369179792874
5,CD8,0.023273736095771446,-0.00024933656560797345,142.64330851953082,-4.620241630063768e-06,-0.0004419949692378724
1,BF1,-0.0006144872030703004,9.549986069582521e-05,0.955092105470304,-1.1463514917246685e-07,-2.5490993395092207e-05
1,CD15,0.0007687753427634812,-1.5985511964826972e-08,0.009119326238795524,3.3260547627498725e-07,1.2970388896970943e-06
1,SigL8,0.0008116004706320681,-0.0003579893262961978,-0.2305458166587349,6.587935554151151e-06,-0.00034294030426885427
1,CD14,0.009917729756933377,-0.00035657006993950466,-1.2616821686163542,1.2464195883518805e-06,-0.00048309548707339833
1,CD19,0.008916717794966349,0.00030949033357256556,-10.25336766129054,-6.02097693241263e-07,0.0006827171329373242
1,DF,0.0010480722383088754,1.083041200315841e-06,0.11026569054339876,-4.593992870899215e-07,2.283172146649377e-06
1,CD3,0.0012518999880488484,-4.560500942571217e-05,0.24809821820594666,-4.120855510739567e-06,-2.247572700322453e-06
1,CD45,0.007467619373783492,2.805293438088661e-06,0.11481498174394247,-8.529482540958408e-07,-2.9650239288735053e-07
1,BF2,0.0012598482107584125,0.00028103841978076077,-7.729162970125004,4.338682248032461e-06,0.0007057725222278849
1,CD4,0.09741337779394192,0.00010519424242896127,3.6968799344904113,-1.6268158000728218e-05,0.00013926584751737737
1,CD56,0.0780287678367429,0.0004472005535394509,-14.92713223918005,-9.483110348791388e-06,0.0009382645389750434
1,CD8,0.07384687051262906,-6.548142948518412e-05,0.20884578836801732,-1.6214138811441524e-06,-0.000272506189118742
2,BF1,-0.0010270024572341457,3.142963305413929e-05,-5.751800465168163,-1.4580852971717488e-06,6.26540782700653e-06
2,CD15,-0.0007160417743539983,-1.0368797366238168e-06,0.10300371546451896,-1.5734451832931108e-06,1.572017854548127e-07
2,SigL8,-0.00014515239853556464,-0.00023110489373576827,10.764311956262876,-5.690628380029235e-07,-0.00035960444392458597
2,CD14,0.008907013594413801,-0.0006670844743121187,-0.4959226034801855,4.439385978276534e-07,-0.0009983002605356854
2,CD19,-0.0014761998122915262,0.0006399624145078676,-19.30562516026196,-2.777417861409317e-06,0.0008632466154472226
2,DF,-0.0012439792703986849,9.909029431814336e-06,0.3477720353913004,-1.0272193064320086e-06,1.7670035387548864e-05
